schoolID,school_name,school_city,school_state,school_country,NULL
okmurra,Murray State College,Tishomingo,OK,USA,NULL
okneoam,Northeast Oklahoma A&M College,Miami,OK,USA,NULL
oknestu,Northeastern State University,Tahlequah,OK,USA,NULL
okocsw,Oklahoma City Southwestern College,Oklahoma City,OK,USA,NULL
okroger,Rogers State University,Claremore,OK,USA,NULL
oksemin,Seminole State College,Seminole,OK,USA,NULL
okstate,Oklahoma State University,Stillwater,OK,USA,NULL
okwesle,Oklahoma Wesleyan University,Bartlesville,OK,USA,NULL
okweste,Western Oklahoma State College,Altus,OK,USA,NULL
olddom,Old Dominion University,Norfolk,VA,USA,NULL
olemiss,University of Mississippi,Oxford,MS,USA,NULL
olivetmi,Olivet College,Olivet,MI,USA,NULL
olivetnaz,Olivet Nazarene University,Bourbonnais,IL,USA,NULL
oralrob,Oral Roberts University,Tulsa,OK,USA,NULL
orbluem,Blue Mountain Community College,Pendleton,OR,USA,NULL
orcheme,Chemeketa Community College,Salem,OR,USA,NULL
orcorba,Corban College,Salem,OR,USA,NULL
oregon,University of Oregon,Eugene,OR,USA,NULL
oregonst,Oregon State University,Corvallis,OR,USA,NULL
orlinnb,Linn-Benton Community College,Albany,OR,USA,NULL
ormount,Mount Hood Community College,Gresham,OR,USA,NULL
ortreas,Treasure Valley Community College,Ontario,OR,USA,NULL
orweste,Western Oregon University,Monmouth,OR,USA,NULL
otterbein,Otterbein College,Westerville,OH,USA,NULL
ouachitab,Ouachita Baptist University,Arkadelphia,AR,USA,NULL
oxnard,Oxnard College,Oxnard,CA,USA,NULL
ozarks,University of the Ozarks,Clarksville,AR,USA,NULL
paalleb,Community College of Allegheny County, Boyce Campus,Monroeville,PA,USA
paalles,Community College of Allegheny County, South Campus,West Mifflin,PA,USA
pabeave,Community College of Beaver County,Monaca,PA,USA,NULL
pabucks,Bucks County Community College,Lewisburg,PA,USA,NULL
pabutle,Butler County Community College,Butler,PA,USA,NULL
pacarli,Carlisle Indian Industrial School,Carlisle,PA,USA,NULL
paccphi,Community College of Philadelphia,Philadelphia,PA,USA,NULL
pacheyn,Cheyney University,Cheyney,PA,USA,NULL
pacific,University of the Pacific,Stockton,CA,USA,NULL
pacificor,Pacific University,Forest Grove,OR,USA,NULL
padelaw,Delaware County Community College,Marple,PA,USA,NULL
padesal,DeSales University,Center Valley,PA,USA,NULL
pahahne,Hahnemann University,Philadelphia,PA,USA,NULL
pahaver,Haverford College in Pennsylvania,Haverford,PA,USA,NULL
palaroc,LaRoche College,Pittsburgh,PA,USA,NULL
palinco,Lincoln University,Lincoln University,PA,USA,NULL
paschuy,Schuylkill College,Reading,PA,USA,NULL
pavolan,Volant College,Volant,PA,USA,NULL
pbsc,Palm Beach Community College,Lake Worth,FL,USA,NULL
pennst,Pennsylvania State University,State College,PA,USA,NULL
pepperdine,Pepperdine University,Malibu,CA,USA,NULL
pfeiffer,Pfeiffer University,Misenheimer,NC,USA,NULL
philly,Philadelphia University,Philadelphia,PA,USA,NULL
philsmith,Philander Smith College,Little Rock,AR,USA,NULL
piedmontga,Piedmont College,Demorest,GA,USA,NULL
pittsbst,Pittsburg State University,Pittsburg,KS,USA,NULL
pittsburgh,University of Pittsburgh,Pittsburgh,PA,USA,NULL
plymouth,Plymouth State College,Plymouth,NH,USA,NULL
pompitzer,Pomona College/Pitzer College,Claremont,CA,USA,NULL
portland,University of Portland,Portland,OR,USA,NULL
portlandst,Portland State University,Portland,OR,USA,NULL
prairview,Prairie View A&M University,Prairie View,TX,USA,NULL
presbytrn,Presbyterian College,Clinton,SC,USA,NULL
princeton,Princeton University,Princeton,NJ,USA,NULL
providence,Providence College,Providence,RI,USA,NULL
psubehrend,Penn State Erie, the Behrend College of Pennsylvania State University,Erie,PA,USA
ptlomanaz,Point Loma Nazarene University,San Diego,CA,USA,NULL
ptparkpa,Point Park University,Pittsburgh,PA,USA,NULL
pugetsound,University of Puget Sound,Tacoma,WA,USA,NULL
purdue,Purdue University,West Lafayette,IN,USA,NULL
quincy,Quincy University,Quincy,IL,USA,NULL
quinnipiac,Quinnipiac College,Hamden,CT,USA,NULL
radford,Radford University,Radford,VA,USA,NULL
ramaponj,Ramapo College,Mahwah,NJ,USA,NULL
randmacon,Randolph-Macon College,Ashland,VA,USA,NULL
rhodeisle,University of Rhode Island,Kingston,RI,USA,NULL
rhodestn,Rhodes College,Memphis,TN,USA,NULL
ric,Rhode Island College,Providence,RI,USA,NULL
rice,Rice University,Houston,TX,USA,NULL
richmond,University of Richmond,Richmond,VA,USA,NULL
rider,Rider University,Lawrenceville,NJ,USA,NULL
riogrande,University of Rio Grande,Rio Grande,OH,USA,NULL
riponwi,Ripon College,Ripon,WI,USA,NULL
riroger,Roger Williams University,Bristol,RI,USA,NULL
roanokeva,Roanoke College,Salem,VA,USA,NULL
robertmor,Robert Morris University,Moon Township,PA,USA,NULL
rockhurst,Rockhurst University,Kansas City,MO,USA,NULL
rollins,Rollins College,Winter Park,FL,USA,NULL
rosehulman,Rose-Hulman Institute of Technology,Terre Haute,IN,USA,NULL
rowannj,Rowan University,Glassboro,NJ,USA,NULL
rutgers,Rutgers, the State University of New Jersey,New Brunswick,NJ,USA
sacstate,California State University Sacramento,Sacramento,CA,USA,NULL
saginawval,Saginaw Valley State University,Saginaw,MI,USA,NULL
salabama,University of South Alabama,Mobile,AL,USA,NULL
salemintl,Salem International University,Salem,WV,USA,NULL
samford,Samford University,Birmingham,AL,USA,NULL
samhouston,Sam Houston State University,Huntsville,TX,USA,NULL
sandiego,University of San Diego,San Diego,CA,USA,NULL
sandiegost,San Diego State University,San Diego,CA,USA,NULL
sanfran,University of San Francisco,San Francisco,CA,USA,NULL
sanfranst,San Francisco State University,San Francisco,CA,USA,NULL
sanjosest,San Jose State University,San Jose,CA,USA,NULL
santaclara,Santa Clara University,Santa Clara,CA,USA,NULL
sarkansas,Southern Arkansas University,Magnolia,AR,USA,NULL
savcolad,Savannah College of Arts and Design,Savannah,GA,USA,NULL
scarolina,University of South Carolina,Columbia,SC,USA,NULL
scfranc,Francis Marion University,Florence,SC,USA,NULL
schreiner,Schreiner University,Kerrville,TX,USA,NULL
sclimes,Limestone College,Gaffney,SC,USA,NULL
scranton,University of Scranton,Scranton,PA,USA,NULL
scspart,Spartanburg Methodist College,Spartanburg,SC,USA,NULL
scstate,South Carolina State University,Orangeburg,SC,USA,NULL
scupsta,University of South Carolina Upstate,Spartanburg,SC,USA,NULL
sdakotast,South Dakota State University,Brookings,SD,USA,NULL
sdcity,San Diego City College,San Diego,CA,USA,NULL
seattle,Seattle University,Seattle,WA,USA,NULL
sefl,Southeastern University,Lakeland,FL,USA,NULL
sela,Southeastern Louisiana University,Hammond,LA,USA,NULL
seminolecc,Seminole Community College,Sanford,FL,USA,NULL
semost,Southeast Missouri State University,Cape Girardeau,MO,USA,NULL
seoklahoma,Southeastern Oklahoma State University,Durant,OK,USA,NULL
setonhall,Seton Hall University,South Orange,NJ,USA,NULL
sfaustin,Stephen F Austin State University,Nacogdoches,TX,USA,NULL
sfcc,South Florida Community College,Avon Park,FL,USA,NULL
sflorida,University of South Florida,Tampa,FL,USA,NULL
shaw,Shaw University,Raleigh,NC,USA,NULL
shenandoah,Shenandoah University,Winchester,VA,USA,NULL
shepherdwv,Shepherd College,Shepherdstown,WV,USA,NULL
shipnsburg,Shippensburg University of Pennsylvania,Shippensburg,PA,USA,NULL
shorterga,Shorter College,Rome,GA,USA,NULL
siena,Siena College,Loudonville,NY,USA,NULL
silledward,Southern Illinois University Edwardsville,Edwardsville,IL,USA,NULL
sillinois,Southern Illinois University Carbondale,Carbondale,IL,USA,NULL
sindiana,University of Southern Indiana,Evansville,IN,USA,NULL
sliprock,Slippery Rock University of Pennsylvania,Slippery Rock,PA,USA,NULL
smaine,University of Southern Maine,Gorham,ME,USA,NULL
smethodist,Southern Methodist University,Dallas,TX,USA,NULL
smiss,University of Southern Mississippi,Hattiesburg,MS,USA,NULL
sonomast,Sonoma State University,Rohnert Park,CA,USA,NULL
southernu,Southern University and A&M College,Baton Rouge,LA,USA,NULL
springhill,Spring Hill College,Mobile,AL,USA,NULL
sprngfldma,Springfield College,Springfield,MA,USA,NULL
stambrseia,St. Ambrose University,Davenport,IA,USA,NULL
stanford,Stanford University,Palo Alto,CA,USA,NULL
stanselm,St. Anselm College,Manchester,NH,USA,NULL
staugustne,St. Augustine's College,Raleigh,NC,USA,NULL
stbonny,St. Bonaventure University,St. Bonaventure,NY,USA,NULL
stcloudst,St.Cloud State University,St. Cloud,MN,USA,NULL
stedwardtx,St. Edward's University,Austin,TX,USA,NULL
sterlingks,Sterling University,Sterling,KS,USA,NULL
stetson,Stetson University,DeLand,FL,USA,NULL
stfranny,St. Francis University,Brooklyn,NY,USA,NULL
stfranpa,St. Francis University,Loretto,PA,USA,NULL
stfrncisil,University of St. Francis,Joliet,IL,USA,NULL
stjohns,St. John's University,Queens,NY,USA,NULL
stjosephin,St. Joseph's College,Rensselaer,IN,USA,NULL
stjosephs,St. Joseph's University,Philadelphia,PA,USA,NULL
stlawrence,St. Lawrence University,Canton,NY,USA,NULL
stleo,St. Leo College,St. Leo,FL,USA,NULL
stlouis,St. Louis University,St. Louis,MO,USA,NULL
stmartinwa,St. Martin's College,Lacey,WA,USA,NULL
stmarysca,St. Mary's College of California,Moraga,CA,USA,NULL
stmarysmn,St. Mary's University of Minnesota,Winona,MN,USA,NULL
stmarytx,St. Mary's University,San Antonio,TX,USA,NULL
stmichaels,St. Michael's College,Colchester,VT,USA,NULL
stonybrook,Stony Brook University,Stony Brook,NY,USA,NULL
stpeters,St. Peter's College,Jersey City,NJ,USA,NULL
strose,College of St. Rose,Albany,NY,USA,NULL
stthomasfl,St. Thomas University,Miami Gardens,FL,USA,NULL
stthomasmn,University of St. Thomas,St. Paul,MN,USA,NULL
stxavieril,St. Xavier University,Orland Park,IL,USA,NULL
sulrossst,Sul Ross State University,Alpine,TX,USA,NULL
sunybing,State University of New York at Binghamton,Binghamton,NY,USA,NULL
sunybuff,University at Buffalo, State University of New York,Buffalo,NY,USA
susquehnna,Susquehanna University,Selinsgrove,PA,USA,NULL
sutah,Southern Utah University,Cedar City,UT,USA,NULL
swarthmore,Swarthmore College,Swarthmore,PA,USA,NULL
swesternks,Southwestern College,Winfield,KS,USA,NULL
swesterntx,Southwestern University,Georgetown,TX,USA,NULL
swmost,Missouri State University,Springfield,MO,USA,NULL
swoklahoma,Southwestern Oklahoma State University,Weatherford,OK,USA,NULL
swtexas,Texas State University,San Marcos,TX,USA,NULL
syracuse,Syracuse University,Syracuse,NY,USA,NULL
tampa,University of Tampa,Tampa,FL,USA,NULL
tamucomm,Texas A&M University-Commerce,Commerce,TX,USA,NULL
tamukvill,Texas A&M University-Kingsville,Kingsville,TX,USA,NULL
tarletonst,Tarleton State University,Stephenville,TX,USA,NULL
temple,Temple University,Philadelphia,PA,USA,NULL
tennessee,University of Tennessee,Knoxville,TN,USA,NULL
tennst,Tennessee State University,Nashville,TN,USA,NULL
texas,University of Texas at Austin,Austin,TX,USA,NULL
texasam,Texas A&M University,College Station,TX,USA,NULL
thielpa,Thiel College,Greenville,PA,USA,NULL
thomasmore,Thomas More College,Crestview Hills,KY,USA,NULL
tnchatt,Chattanooga State Technical Community College,Chattanooga,TN,USA,NULL
tnchris,Christian Brothers University,Memphis,TN,USA,NULL
tncleve,Cleveland State Community College,Cleveland,TN,USA,NULL
tncolum,Columbia State Community College,Columbia,TN,USA,NULL
tnhiwas,Hiwassee College,Madisonville,TN,USA,NULL
tnjacks,Jackson State Community College,Jackson,TN,USA,NULL
tnkingc,King College,Bristol,TN,USA,NULL
tnmotlo,Motlow State Community College,Lynchburg,TN,USA,NULL
tnswten,Southwest Tennessee Community College,Memphis,TN,USA,NULL
tntech,Tennessee Technological University,Cookeville,TN,USA,NULL
tntenme,University of Tennessee Health Science Center,Memphis,TN,USA,NULL
tnvolun,Volunteer State Community College,Gallatin,TN,USA,NULL
tnwesleyan,Tennessee Wesleyan College,Athens,TN,USA,NULL
toledo,University of Toledo,Toledo,OH,USA,NULL
towson,Towson University,Towson,MD,USA,NULL
trinityct,Trinity College,Hartford,CT,USA,NULL
trinitytx,Trinity University,San Antonio,TX,USA,NULL
trnsylvnia,Transylvania University,Lexington,KY,USA,NULL
troyst,Troy University,Troy,AL,USA,NULL
trumanst,Truman State University,Kirksville,MO,USA,NULL
tuftsma,Tufts University,Medford,MA,USA,NULL
tulane,Tulane University,New Orleans,LA,USA,NULL
tulsa,University of Tulsa,Tulsa,OK,USA,NULL
tusculum,Tusculum College,Greenville,TN,USA,NULL
tuskegee,Tuskegee University,Tuskegee,AL,USA,NULL
txalvin,Alvin Community College,Alvin,TX,USA,NULL
txangel,Angelo State University,San Angelo,TX,USA,NULL
txangjc,Angelina College,Lufkin,TX,USA,NULL
txausti,Austin Community College,Austin,TX,USA,NULL
txblinn,Blinn College,Brenham,TX,USA,NULL
txburne,Burnetta College,Venus,TX,USA,NULL
txchrist,Texas Christian University,Fort Worth,TX,USA,NULL
txclare,Clarendon College,Clarendon,TX,USA,NULL
txcoast,Coastal Bend College,Beeville,TX,USA,NULL
txcolli,Collin College,Dallas,TX,USA,NULL
txeastf,Eastfield College,Mesquite,TX,USA,NULL
txelpas,El Paso Community College,El Paso,TX,USA,NULL
txfrank,Frank Phillips College,Borger,TX,USA,NULL
txgalve,Galveston College,Galveston,TX,USA,NULL
txgrays,Grayson County College,Denison,TX,USA,NULL
txhillj,Hill College,Hillsboro,TX,USA,NULL
txhowar,Howard College,Big Spring,TX,USA,NULL
txkilgo,Kilgore College,Kilgore,TX,USA,NULL
txleejc,Lee College,Baytown,TX,USA,NULL
txlonmo,Lon Morris College,Jacksonville,TX,USA,NULL
txmclen,McLennan Community College,Waco,TX,USA,NULL
txmcmur,McMurry University,Abilene,TX,USA,NULL
txmerid,Meridian Junior College,Meridian,TX,USA,NULL
txmidla,Midland College,Midland,TX,USA,NULL
txnavar,Navarro College,Corsicana,TX,USA,NULL
txnctjc,North Central Texas College,Gainesville,TX,USA,NULL
txnetex,Northeast Texas Community College,Mount Pleasant,TX,USA,NULL
txodess,Odessa College,Odessa,TX,USA,NULL
txpanol,Panola College,Carthage,TX,USA,NULL
txparis,Paris Junior College,Paris,TX,USA,NULL
txpaulq,Paul Quinn College,Dallas,TX,USA,NULL
txsajco,San Antonio College,San Antonio,TX,USA,NULL
txsjjcn,San Jacinto College, North Campus,Houston,TX,USA
txsjjco,San Jacinto College,Pasadena,TX,USA,NULL
txswtex,Southwest Texas Junior College,Uvalde,TX,USA,NULL
txtech,Texas Tech University,Lubbock,TX,USA,NULL
txtempl,Temple College,Temple,TX,USA,NULL
txtexar,Texarkana College,Texarkana,TX,USA,NULL
txtyler,Tyler Junior College,Tyler,TX,USA,NULL
txverno,Vernon College,Vernon,TX,USA,NULL
txweath,Weatherford College,Weatherford,TX,USA,NULL
txwesle,Wesley College,Greenville,TX,USA,NULL
txwesleyan,Texas Wesleyan University,Fort Worth,TX,USA,NULL
txwestt,West Texas A&M University,Canyon,TX,USA,NULL
txwhart,Wharton County Junior College,Wharton,TX,USA,NULL
uab,University of Alabama at Birmingham,Birmingham,AL,USA,NULL
ucdavis,University of California, Davis,Davis,CA,USA
ucirvine,University of California, Irvine,Irvine,CA,USA
ucla,University of California, Los Angeles,Los Angeles,CA,USA
uconn,University of Connecticut,Storrs,CT,USA,NULL
ucriver,University of California, Riverside,Riverside,CA,USA
ucsb,University of California, Santa Barbara,Santa Barbara,CA,USA
ucsd,University of California, San Diego,La Jolla,CA,USA
ulala,University of Louisiana at Lafayette,Lafayette,LA,USA,NULL
ulamo,University of Louisiana at Monroe,Monroe,LA,USA,NULL
umass,University of Massachusetts Amherst,Amherst,MA,USA,NULL
umassdartm,University of Massachusetts Dartmouth,North Dartmouth,MA,USA,NULL
umbc,University of Maryland, Baltimore County,Baltimore,MD,USA
umes,University of Maryland Eastern Shore,Princess Anne,MD,USA,NULL
umkc,University of Missouri Kansas City,Kansas City,MO,USA,NULL
unc,University of North Carolina at Chapel Hill,Chapel Hill,NC,USA,NULL
uncashe,University of North Carolina at Asheville,Asheville,NC,USA,NULL
uncgreen,University of North Carolina at Greensboro,Greensboro,NC,USA,NULL
uncwilm,University of North Carolina at Wilmington,Wilmington,NC,USA,NULL
unionny,Union College,Schenectady,NY,USA,NULL
uniontn,Union University,Jackson,TN,USA,NULL
unlv,University of Nevada-Las Vegas,Las Vegas,NV,USA,NULL
uofsouth,University of the South,Sewanee,TN,USA,NULL
upenn,University of Pennsylvania,Philadelphia,PA,USA,NULL
upperiowa,Upper Iowa University,Fayette,IA,USA,NULL
ursinus,Ursinus College,Collegeville,PA,USA,NULL
usc,University of Southern California,Los Angeles,CA,USA,NULL
uscaiken,University of South Carolina Aiken,Aiken,SC,USA,NULL
utah,University of Utah,Salt Lake City,UT,USA,NULL
utahst,Utah State University,Logan,UT,USA,NULL
utahvalley,Utah Valley State University,Orem,UT,USA,NULL
utarl,University of Texas at Arlington,Arlington,TX,USA,NULL
utchat,University of Tennessee at Chattanooga,Chattanooga,TN,USA,NULL
utdixie,Dixie State College of Utah,St. George,UT,USA,NULL
utep,University of Texas at El Paso,El Paso,TX,USA,NULL
utpanam,University of Texas Pan American,Edinburg,TX,USA,NULL
utslxxo,Salt Lake Community College,Salt Lake City,UT,USA,NULL
utsnojc,Snow College,Ephraim,UT,USA,NULL
vaappre,Newport News Apprentice School,Newport News,VA,USA,NULL
vaemenn,Eastern Mennonite University,Harrisonburg,VA,USA,NULL
valdostast,Valdosta State University,Valdosta,GA,USA,NULL
valpo,Valparaiso University,Valparaiso,IN,USA,NULL
vamedic,Medical College of Virginia,Richmond,VA,USA,NULL
vandy,Vanderbilt University,Nashville,TN,USA,NULL
vanguardca,Vanguard University of Southern California,Costa Mesa,CA,USA,NULL
vatech,Virginia Polytechnic Institute and State University,Blacksburg,VA,USA,NULL
vcu,Virginia Commonwealth University,Richmond,VA,USA,NULL
vermont,University of Vermont,Burlington,VT,USA,NULL
villanova,Villanova University,Villanova,PA,USA,NULL
virginia,University of Virginia,Charlottesville,VA,USA,NULL
virginiast,Virginia State University,Petersburg,VA,USA,NULL
viterbowi,Viterbo University,La Crosse,WI,USA,NULL
vmi,Virginia Military Institute,Lexington,VA,USA,NULL
wabashin,Wabash College,Crawfordsville,IN,USA,NULL
wabelle,Bellevue Community College,Bellevue,WA,USA,NULL
wacentr,Centralia College,Centralia,WA,USA,NULL
waclark,Clark College,Vancouver,WA,USA,NULL
wacolum,Columbia Basin College,Pasco,WA,USA,NULL
waedmon,Edmonds Community College,Lynnwood,WA,USA,NULL
waevere,Everett Community College,Everett,WA,USA,NULL
wagner,Wagner College,Staten Island,NY,USA,NULL
wagreen,Green River Community College,Auburn,WA,USA,NULL
wake,Wake Forest University,Winston-Salem,NC,USA,NULL
walabama,University of West Alabama,Livingston,AL,USA,NULL
walower,Lower Columbia College,Longview,WA,USA,NULL
waolymp,Olympic College,Bremerton,WA,USA,NULL
warnerpac,Warner Pacific College,Portland,OR,USA,NULL
wasfcco,Spokane Falls Community College,Spokane,WA,USA,NULL
washburn,Washburn University,Topeka,KS,USA,NULL
washcollmd,Washington College,Chestertown,MD,USA,NULL
washcolltn,Washington College,Jonesborough,TN,USA,NULL
washington,University of Washington,Seattle,WA,USA,NULL
washjeffpa,Washington and Jefferson College,Washington,PA,USA,NULL
washleeva,Washington and Lee University,Lexington,VA,USA,NULL
washore,Shoreline Community College,Shoreline,WA,USA,NULL
washst,Washington State University,Pullman,WA,USA,NULL
watacom,Tacoma Community College,Tacoma,WA,USA,NULL
wawalla,Walla Walla Community College,Walla Walla,WA,USA,NULL
wawenat,Wenatchee Valley College,Wenatchee,WA,USA,NULL
wayakim,Yakima Valley Community College,Yakima,WA,USA,NULL
waynesburg,Waynesburg College,Waynesburg,PA,USA,NULL
waynest,Wayne State University,Detroit,MI,USA,NULL
waynestne,Wayne State College,Wayne,NE,USA,NULL
wcarolina,Western Carolina University,Cullowhee,NC,USA,NULL
wchester,West Chester University of Pennsylvania,West Chester,PA,USA,NULL
wconnst,Western Connecticut State University,Danbury,CT,USA,NULL
weberst,Weber State College,Ogden,UT,USA,NULL
wesleyanct,Wesleyan University,Middletown,CT,USA,NULL
westmontca,Westmont College,Santa Barbara,CA,USA,NULL
wflorida,University of West Florida,Pensacola,FL,USA,NULL
wgeorgia,State University of West Georgia,Carrollton,GA,USA,NULL
wheatonma,Wheaton College,Wheaton,MA,USA,NULL
whitmanwa,Whitman College,Walla Walla,WA,USA,NULL
whittierca,Whittier College,Whittier,CA,USA,NULL
whitwrthwa,Whitworth College,Spokane,WA,USA,NULL
wicarro,Carroll College,Waukesha,WI,USA,NULL
wichitast,Wichita State University,Wichita,KS,USA,NULL
widenerpa,Widener University,Chester,PA,USA,NULL
wilacrosse,University of Wisconsin at La Crosse,La Crosse,WI,USA,NULL
wilawre,Lawrence University,Appleton,WI,USA,NULL
wilbrforce,Wilberforce University,Wilberforce,OH,USA,NULL
wileytx,Wiley College,Marshall,TX,USA,NULL
wilkespa,Wilkes University,Wilkes-Barre,PA,USA,NULL
willamette,Willamette University,Salem,OR,USA,NULL
williamsma,Williams College,Williamstown,MA,USA,NULL
willinois,Western Illinois University,Macomb,IL,USA,NULL
willmary,College of William and Mary,Williamsburg,VA,USA,NULL
wingate,Wingate University,Wingate,NC,USA,NULL
winstsalst,Winston-Salem State University,Winston-Salem,NC,USA,NULL
winthrop,Winthrop University,Rock Hill,SC,USA,NULL
wioshkosh,University of Wisconsin at Oshkosh,Oshkosh,WI,USA,NULL
wisacre,Sacred Heart College,Watertown,WI,USA,NULL
wisconsin,University of Wisconsin at Madison,Madison,WI,USA,NULL
wistnor,St. Norbert College,De Pere,WI,USA,NULL
wistvnspt,University of Wisconsin at Stevens Point,Stevens Point,WI,USA,NULL
wisuperior,University of Wisconsin at Superior,Superior,WI,USA,NULL
wittnbrgoh,Wittenberg University,Springfield,OH,USA,NULL
wiwhitewtr,University of Wisconsin at Whitewater,Whitewater,WI,USA,NULL
wkentucky,Western Kentucky University,Bowling Green,KY,USA,NULL
wlibertyst,West Liberty State College,West Liberty,WV,USA,NULL
wlmcarey,William Carey College,Hattiesburg,MS,USA,NULL
wlmjewell,William Jewell College,Liberty,MO,USA,NULL
wlmpennia,William Penn University,Oskaloosa,IA,USA,NULL
wmichigan,Western Michigan University,Kalamazoo,MI,USA,NULL
wminstermo,Westminster College,Fulton,MO,USA,NULL
wminsterpa,Westminster College,New Wilmington,PA,USA,NULL
wofford,Wofford College,Spartanburg,SC,USA,NULL
woosteroh,College of Wooster,Wooster,OH,USA,NULL
wpaterson,William Paterson University,Wayne,NJ,USA,NULL
wrightst,Wright State University,Dayton,OH,USA,NULL
wshngtonmo,Washington University in St. Louis,St. Louis,MO,USA,NULL
wvirginia,West Virginia University,Morgantown,WV,USA,NULL
wvpotom,Potomac State College,Keyser,WV,USA,NULL
wvstate,West Virginia State University,Institute,WV,USA,NULL
wvwesleyan,West Virginia Wesleyan College,Buckhannon,WV,USA,NULL
wwashngton,Western Washington University,Bellingham,WA,USA,NULL
wyoming,University of Wyoming,Laramie,WY,USA,NULL
xavier,Xavier University,Cincinnati,OH,USA,NULL
yale,Yale University,New Haven,CT,USA,NULL
youngst,Youngstown State University,Youngstown,OH,USA,NULL
